time	watts	max_big_temp	temp4	temp5	temp6	temp7	temp_gpu	freq_little_cluster	freq_big_cluster
1528319478.53	2.424	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319478.58	2.424	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319478.63	2.424	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319478.68	2.424	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319478.73	2.424	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319478.78	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	1300000000.0	
1528319478.83	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319478.88	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319478.93	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319478.98	2.416	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.03	2.443	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	600000000.0	
1528319479.08	2.443	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319479.13	2.443	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319479.18	2.443	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319479.23	2.443	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.28	2.443	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.33	2.439	42.0	40.0	38.0	42.0	41.0	39.0	200000000.0	2000000000.0	
1528319479.38	2.439	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319479.43	2.439	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.48	2.439	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.53	2.439	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319479.58	2.542	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.63	2.542	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319479.68	2.542	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319479.73	2.542	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319479.78	2.542	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	1100000000.0	
1528319479.83	2.542	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319479.88	2.435	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319479.93	2.435	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	500000000.0	
1528319479.98	2.435	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319480.03	2.435	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.08	2.435	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.13	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.18	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.23	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319480.28	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.33	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.38	2.416	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.43	2.412	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.48	2.412	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319480.53	2.412	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319480.58	2.412	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319480.64	2.412	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319480.69	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.74	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319480.79	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	1200000000.0	
1528319480.84	2.42	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319480.89	2.42	42.0	40.0	40.0	42.0	41.0	39.0	300000000.0	700000000.0	
1528319480.94	2.42	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319480.99	2.611	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319481.04	2.611	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.09	2.611	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319481.14	2.611	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319481.19	2.443	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319481.24	2.443	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319481.29	2.443	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.34	2.443	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319481.39	2.443	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	500000000.0	
1528319481.44	2.443	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	600000000.0	
1528319481.49	2.47	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319481.54	2.47	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319481.59	2.47	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.64	2.47	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	600000000.0	
1528319481.69	2.47	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.74	2.47	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	600000000.0	
1528319481.79	2.618	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	1300000000.0	
1528319481.84	2.618	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319481.89	2.618	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.94	2.618	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319481.99	2.618	42.0	40.0	38.0	42.0	41.0	39.0	500000000.0	1400000000.0	
1528319482.04	2.618	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319482.09	2.481	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319482.14	2.481	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319482.19	2.481	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319482.24	2.481	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319482.29	2.481	42.0	39.0	38.0	42.0	41.0	39.0	400000000.0	200000000.0	
1528319482.34	2.492	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319482.39	2.492	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	2000000000.0	
1528319482.44	2.492	43.0	40.0	39.0	43.0	41.0	39.0	200000000.0	500000000.0	
1528319482.49	2.492	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319482.54	2.492	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319482.59	2.607	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319482.64	2.607	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319482.69	2.607	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319482.74	2.607	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319482.79	2.607	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	1200000000.0	
1528319482.84	2.607	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319482.89	2.428	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319482.94	2.428	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319483.0	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319483.05	2.428	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319483.1	2.428	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.15	2.431	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.2	2.431	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.25	2.431	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319483.3	2.431	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.35	2.431	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.4	2.431	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319483.45	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.5	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319483.55	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.6	2.42	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319483.65	2.42	42.0	39.0	39.0	42.0	41.0	39.0	400000000.0	300000000.0	
1528319483.7	2.557	42.0	39.0	39.0	42.0	41.0	39.0	400000000.0	300000000.0	
1528319483.75	2.557	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	600000000.0	
1528319483.8	2.557	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319483.85	2.557	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.9	2.557	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319483.95	2.557	42.0	41.0	39.0	42.0	41.0	39.0	300000000.0	2000000000.0	
1528319484.0	2.569	42.0	40.0	39.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319484.05	2.569	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.1	2.569	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319484.15	2.569	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319484.2	2.569	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319484.25	2.447	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.3	2.447	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319484.35	2.447	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319484.4	2.447	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319484.45	2.447	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.5	2.447	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.55	2.428	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.6	2.428	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319484.65	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319484.7	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319484.75	2.428	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319484.8	2.473	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319484.85	2.473	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319484.9	2.473	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319484.95	2.473	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.0	2.473	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.05	2.473	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319485.1	2.462	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.16	2.462	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319485.21	2.462	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	1200000000.0	
1528319485.26	2.462	42.0	39.0	38.0	42.0	41.0	39.0	400000000.0	300000000.0	
1528319485.31	2.462	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	1700000000.0	
1528319485.36	2.454	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319485.41	2.454	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319485.46	2.454	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	1100000000.0	
1528319485.51	2.454	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.56	2.454	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.61	2.454	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.66	2.653	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.71	2.653	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319485.76	2.653	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319485.81	2.653	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319485.86	2.653	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319485.91	2.42	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319485.96	2.42	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.01	2.42	42.0	39.0	38.0	42.0	41.0	39.0	400000000.0	300000000.0	
1528319486.06	2.42	42.0	39.0	38.0	42.0	41.0	39.0	400000000.0	300000000.0	
1528319486.11	2.42	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319486.16	2.42	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319486.21	2.458	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319486.26	2.458	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319486.31	2.458	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.36	2.458	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319486.41	2.458	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	200000000.0	
1528319486.46	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.51	2.428	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319486.56	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.61	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319486.66	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.71	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.76	2.45	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.81	2.45	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	200000000.0	
1528319486.86	2.45	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	400000000.0	
1528319486.91	2.45	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319486.97	2.45	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319487.02	2.45	43.0	40.0	39.0	43.0	41.0	39.0	300000000.0	1800000000.0	
1528319487.07	2.435	42.0	40.0	39.0	42.0	41.0	39.0	200000000.0	400000000.0	
1528319487.12	2.435	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.17	2.435	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.22	2.435	42.0	39.0	39.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319487.27	2.435	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.32	2.584	42.0	39.0	39.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.37	2.584	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.42	2.584	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.47	2.584	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	300000000.0	
1528319487.52	2.584	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.57	2.584	42.0	39.0	38.0	42.0	41.0	39.0	200000000.0	500000000.0	
1528319487.62	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.67	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.72	2.428	42.0	39.0	38.0	42.0	41.0	39.0	300000000.0	300000000.0	
1528319487.77	2.428	44.0	41.0	44.0	43.0	41.0	39.0	300000000.0	1700000000.0	
1528319487.82	2.428	45.0	45.0	41.0	43.0	42.0	39.0	300000000.0	2000000000.0	
1528319487.87	3.279	45.0	45.0	42.0	44.0	42.0	39.0	300000000.0	1500000000.0	
1528319487.92	3.279	47.0	47.0	42.0	44.0	42.0	40.0	300000000.0	2000000000.0	
1528319487.97	3.279	44.0	44.0	43.0	44.0	43.0	40.0	500000000.0	1800000000.0	
1528319488.02	3.279	48.0	48.0	42.0	45.0	43.0	40.0	800000000.0	2000000000.0	
1528319488.07	3.279	50.0	50.0	43.0	45.0	43.0	40.0	400000000.0	2000000000.0	
1528319488.12	3.279	51.0	51.0	43.0	45.0	44.0	41.0	200000000.0	2000000000.0	
1528319488.17	4.836	51.0	51.0	44.0	45.0	44.0	41.0	200000000.0	2000000000.0	
1528319488.22	4.836	52.0	52.0	44.0	46.0	44.0	41.0	200000000.0	2000000000.0	
1528319488.27	4.836	48.0	46.0	44.0	46.0	48.0	41.0	400000000.0	2000000000.0	
1528319488.32	4.836	50.0	45.0	44.0	46.0	50.0	41.0	200000000.0	2000000000.0	
1528319488.37	4.836	50.0	44.0	44.0	47.0	50.0	41.0	200000000.0	2000000000.0	
1528319488.42	5.26	50.0	45.0	45.0	47.0	50.0	41.0	200000000.0	2000000000.0	
1528319488.47	5.26	50.0	50.0	45.0	47.0	47.0	41.0	200000000.0	2000000000.0	
1528319488.52	5.26	48.0	48.0	47.0	47.0	46.0	41.0	300000000.0	2000000000.0	
1528319488.57	5.26	49.0	49.0	46.0	48.0	46.0	41.0	300000000.0	2000000000.0	
1528319488.62	5.26	48.0	48.0	46.0	47.0	45.0	41.0	300000000.0	1900000000.0	
1528319488.67	5.26	47.0	45.0	47.0	47.0	45.0	41.0	300000000.0	2000000000.0	
1528319488.72	4.882	49.0	45.0	49.0	47.0	45.0	41.0	300000000.0	2000000000.0	
1528319488.77	4.882	47.0	46.0	47.0	47.0	45.0	41.0	300000000.0	1500000000.0	
1528319488.82	4.882	51.0	51.0	46.0	47.0	45.0	41.0	300000000.0	2000000000.0	
1528319488.87	4.882	52.0	52.0	46.0	47.0	45.0	42.0	200000000.0	2000000000.0	
1528319488.92	4.882	53.0	53.0	46.0	47.0	45.0	42.0	300000000.0	2000000000.0	
1528319488.97	4.931	49.0	49.0	46.0	47.0	47.0	42.0	300000000.0	1400000000.0	
1528319489.02	4.931	51.0	46.0	46.0	48.0	51.0	42.0	300000000.0	2000000000.0	
1528319489.07	4.931	52.0	46.0	46.0	48.0	52.0	42.0	200000000.0	2000000000.0	
1528319489.12	4.931	52.0	46.0	46.0	48.0	52.0	42.0	200000000.0	2000000000.0	
1528319489.17	4.931	52.0	45.0	46.0	49.0	52.0	42.0	200000000.0	2000000000.0	
1528319489.22	4.931	53.0	45.0	46.0	49.0	53.0	42.0	200000000.0	2000000000.0	
1528319489.27	5.237	50.0	47.0	47.0	49.0	50.0	42.0	200000000.0	1300000000.0	
1528319489.32	5.237	49.0	48.0	46.0	49.0	48.0	42.0	400000000.0	1800000000.0	
1528319489.37	5.237	50.0	50.0	46.0	49.0	47.0	42.0	300000000.0	2000000000.0	
1528319489.42	5.237	49.0	48.0	48.0	49.0	47.0	42.0	400000000.0	1900000000.0	
1528319489.47	5.237	51.0	46.0	51.0	49.0	47.0	42.0	400000000.0	2000000000.0	
1528319489.52	4.905	49.0	47.0	48.0	49.0	46.0	42.0	400000000.0	1400000000.0	
1528319489.57	4.905	51.0	45.0	51.0	49.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.62	4.905	53.0	46.0	53.0	49.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.67	4.905	54.0	46.0	54.0	49.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.72	4.905	54.0	46.0	54.0	49.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.77	4.905	55.0	46.0	55.0	50.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.82	5.065	55.0	46.0	55.0	50.0	46.0	42.0	300000000.0	2000000000.0	
1528319489.87	5.065	55.0	46.0	55.0	51.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.92	5.065	55.0	47.0	55.0	50.0	46.0	42.0	200000000.0	2000000000.0	
1528319489.97	5.065	55.0	47.0	55.0	50.0	46.0	42.0	200000000.0	2000000000.0	
1528319490.02	5.065	55.0	47.0	55.0	50.0	46.0	42.0	200000000.0	2000000000.0	
1528319490.07	5.393	52.0	47.0	52.0	50.0	47.0	42.0	200000000.0	2000000000.0	
1528319490.12	5.393	50.0	50.0	50.0	50.0	46.0	42.0	800000000.0	2000000000.0	
1528319490.17	5.393	50.0	50.0	49.0	50.0	46.0	43.0	300000000.0	1500000000.0	
1528319490.22	5.393	52.0	47.0	48.0	52.0	46.0	43.0	300000000.0	2000000000.0	
1528319490.27	5.393	54.0	46.0	48.0	54.0	47.0	43.0	300000000.0	2000000000.0	
